id_,names,worked_as,famous_movies,height,dob,birthplace,place  ,subcity,city   ,county ,state  ,country
nm0005577,Portia de Rossi,"Actress,Soundtrack","Arrested Development,Scream 2,Cursed,Ally McBeal",1.73,"January 31, 1973","Geelong, Victoria, Australia",Not Available,Not Available,Geelong,Not Available,Victoria,Australia
nm0000467,Don Johnson,"Actor,Producer,Director","Miami Vice,A Boy and His Dog,Django Unchained,Knives Out",1.75,"December 15, 1949","Flat Creek, Missouri, USA",Not Available,Not Available,Flat Creek,Not Available,Missouri,USA
nm1456970,Isabel Lucas,"Actress,Producer","Transformers: Revenge of the Fallen,Daybreakers,The Loft,Immortals",1.68,"January 29, 1985","Melbourne, Victoria, Australia",Not Available,Not Available,Melbourne,Not Available,Victoria,Australia
nm0005006,Elaine Hendrix,"Actress,Producer,Writer","Dynasty,Sex & Drugs & Rock & Roll,The Parent Trap,Romy and Michele's High School Reunion",1.73,"December 28, 1970","Oak Ridge, Tennessee, USA",Not Available,Not Available,Oak Ridge,Not Available,Tennessee,USA
nm0000676,Chris Tucker,"Actor,Writer,Producer","Damn,Rush Hour,Silver Linings Playbook,Rush Hour 3",1.85,"August 31, 1971","Atlanta, Georgia, USA",Not Available,Not Available,Atlanta,Not Available,Georgia,USA
nm0319213,Vince Gilligan,"Producer,Writer,Director","The X Files,Breaking Bad,El Camino: A Breaking Bad Movie,Better Call Saul",3.0,"February 10, 1967","Richmond, Virginia, USA",Not Available,Not Available,Richmond,Not Available,Virginia,USA
nm0001101,Ted Danson,"Actor,Producer,Soundtrack","Cheers,The Good Place,Body Heat,Monster",1.89,"December 29, 1947","San Diego, California, USA",Not Available,Not Available,San Diego,Not Available,California,USA
nm0850102,Amanda Tapping,"Actress,Producer,Director","Stargate SG-1,Sanctuary,Stargate: Continuum,Space Milkshake",1.75,"August 28, 1965","Rochford, Essex, England, UK",Rochford,Not Available,Essex,Not Available,England,UK
nm0635820,Hermione Norris,Actress,"Spooks,Wire in the Blood,Cold Feet,Kingdom",1.7,"February 12, 1967","Paddington, London, England, UK",Paddington,Not Available,London,Not Available,England,UK
nm0143295,Max Casella,"Actor,Producer,Soundtrack","Tulsa King,Inside Llewyn Davis,Blue Jasmine,Newsies",1.7,June 6,"Washington, District of Columbia, USA",Not Available,Not Available,Washington,Not Available,District of Columbia,USA
nm11055907,Colin O'Brien,Actor,"Dear Edward,Wonka,Mr. Harrigan's Phone,The Mothership",1.7,June 6,"Washington, District of Columbia, USA",Not Available,Not Available,Washington,Not Available,District of Columbia,USA
nm4440305,Mark Stanley,Actor,"Game of Thrones,How I Live Now,Mr. Turner,Dark River",1.78,June 6,"Washington, District of Columbia, USA",Not Available,Not Available,Washington,Not Available,District of Columbia,USA
nm2213728,Kellie Pickler,"Actress,Producer,Writer","Billy Lynn's Long Halftime Walk,Kellie Pickler: Best Days of Your Life,Wedding at Graceland,American Idol: The Search for a Superstar",1.57,"June 28, 1986","Albemarle, North Carolina, USA",Not Available,Not Available,Albemarle,Not Available,North Carolina,USA
nm0000260,Joan Allen,"Actress,Producer,Soundtrack","Room,Death Race,The Crucible,Nixon",1.78,"August 20, 1956","Rochelle, Illinois, USA",Not Available,Not Available,Rochelle,Not Available,Illinois,USA
nm0000526,Samantha Mathis,"Actress,Executive,Soundtrack","Broken Arrow,American Psycho,Super Mario Bros.,Pump Up the Volume",1.65,"May 12, 1970","Brooklyn, New York City, New York, USA",Brooklyn,Not Available,New York City,Not Available,New York,USA
nm1727621,Jason Mantzoukas,"Actor,Producer,Writer","The Dictator,The LEGO Batman Movie,The House,They Came Together",1.78,"December 18, 1972","Nahant, Massachusetts, USA",Not Available,Not Available,Nahant,Not Available,Massachusetts,USA
nm1865834,Aarti Mann,"Actress,Director,Writer","Graymail,Never Have I Ever,The Big Bang Theory,The Good Doctor",1.59,March 3,"Connecticut, USA",Not Available,Not Available,Not available,Not Available,Connecticut,USA
nm0551346,James Marsters,"Actor,Producer,Writer","Buffy the Vampire Slayer,Dragonball Evolution,P.S. I Love You,Angel",1.75,"August 20, 1962","Greenville, Plumas County, California, USA",Greenville,Not Available,Plumas County,Not Available,California,USA
nm0001767,Imelda Staunton,"Actress,Soundtrack","Vera Drake,Harry Potter and the Order of the Phoenix,Pride,Shakespeare in Love",2.0,"January 9, 1956","Archway, London, England, UK",Archway,Not Available,London,Not Available,England,UK
nm0005493,Justin Timberlake,"Music Artist,Actor,Composer","Trolls,The Social Network,In Time,Inside Llewyn Davis",1.8,"January 31, 1981","Memphis, Tennessee, USA",Not Available,Not Available,Memphis,Not Available,Tennessee,USA
nm0617009,Sophia Myles,Actress,"Tristan + Isolde,Transformers: Age of Extinction,Underworld,Outlander",1.68,"March 18, 1980","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm1494536,Kirsten Vangsness,"Actress,Producer,Writer","Criminal Minds,Pretty the Series,Criminal Minds: Beyond Borders,Criminal Minds: Suspect Behavior",1.7,"July 7, 1972","Los Angeles County, California, USA",Not Available,Not Available,Los Angeles County,Not Available,California,USA
nm0814259,Brenda Song,"Actress,Producer,Music Department","Dollface,The Social Network,Secret Obsession,Michael Mills Productions Ltd Montreal",1.57,"March 27, 1988","Carmichael, California, USA",Not Available,Not Available,Carmichael,Not Available,California,USA
nm0000118,John Carpenter,"Writer,Music Department,Composer","The Fog,Halloween,New York 1997,Assault on Precinct 13",1.8,"January 16, 1948","Carthage, New York, USA",Not Available,Not Available,Carthage,Not Available,New York,USA
nm0191906,Jim Cummings,"Actor,Music Department,Additional Crew","Winnie the Pooh,Christopher Robin,The Princess and the Frog,Aladdin",1.73,"November 3, 1952","Youngstown, Ohio, USA",Not Available,Not Available,Youngstown,Not Available,Ohio,USA
nm0809938,Shawnee Smith,"Actress,Producer,Director","The Blob,Saw III,Saw II,Saw VI",1.6,"July 3, 1969","Orangeburg, South Carolina, USA",Not Available,Not Available,Orangeburg,Not Available,South Carolina,USA
nm0001758,Timothy Spall,"Actor,Producer,Writer","Mr. Turner,Sweeney Todd: The Demon Barber of Fleet Street,Vanilla Sky,Secrets & Lies",1.78,"February 27, 1957","Battersea, London, England, UK",Battersea,Not Available,London,Not Available,England,UK
nm0001795,Jonathan Taylor Thomas,"Actor,Director,Soundtrack","The Lion King,Home Improvement,Tom and Huck,The Adventures of Pinocchio",1.68,"September 8, 1981","Bethlehem, Pennsylvania, USA",Not Available,Not Available,Bethlehem,Not Available,Pennsylvania,USA
nm0310966,Ari Graynor,"Actress,Producer,Soundtrack","Nick and Norah's Infinite Playlist,The Disaster Artist,Roller Girls,What's Your Number?",1.65,"April 27, 1983","Boston, Massachusetts, USA",Not Available,Not Available,Boston,Not Available,Massachusetts,USA
nm0325989,Renée Elise Goldsberry,"Actress,Additional Crew,Soundtrack","Hamilton,One Life to Live,Tick, Tick... Boom!,Pistol Whipped",1.7,"January 2, 1971","Santa Clara County, California, USA",Not Available,Not Available,Santa Clara County,Not Available,California,USA
nm1320827,Randall Park,"Actor,Writer,Director","WandaVision,Always Be My Maybe,Fresh Off the Boat,The Interview",1.75,March 23,"Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0606487,Dean Norris,"Actor,Producer,Soundtrack","Breaking Bad,Terminator 2: Judgment Day,Total Recall,Remember",1.7,"April 8, 1963","South Bend, Indiana, USA",Not Available,Not Available,South Bend,Not Available,Indiana,USA
nm0001185,Hector Elizondo,"Actor,Director,Producer","Pretty Woman,Runaway Bride,Beverly Hills Cop III,The Princess Diaries 2: Royal Engagement",1.78,"December 22, 1936","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm2421211,Chris Coy,Actor,"The Deuce,The Front Runner,The Killing of Two Lovers,Women of the Movement",3.0,"May 1, 1986","Louisville, Kentucky, USA",Not Available,Not Available,Louisville,Not Available,Kentucky,USA
nm2036142,Nathalie Kelley,"Actress,Soundtrack","The Fast and the Furious: Tokyo Drift,Take Me Home Tonight,The Vampire Diaries,Body of Proof",1.68,"October 5, 1984","Lima, Peru",Not Available,Not Available,Not available,Not Available,Lima,Peru
nm3037833,Eloise Mumford,"Actress,Soundtrack","Fifty Shades of Grey,The Right Stuff,Standing Up, Falling Down,Lone Star",1.7,"September 24, 1986","Washington, USA",Not Available,Not Available,Not available,Not Available,Washington,USA
nm0005561,Luke Wilson,"Actor,Producer,Director","Old School,The Royal Tenenbaums,Bottle Rocket,Vacancy",1.81,"September 21, 1971","Dallas, Texas, USA",Not Available,Not Available,Dallas,Not Available,Texas,USA
nm3594940,Ashley Park,"Actress,Soundtrack","Emily in Paris,Only Murders in the Building,Mean Girls Musical,Tales of the City",1.81,"June 6, 1991","Glendale, California, USA",Not Available,Not Available,Glendale,Not Available,California,USA
nm3529685,Kumail Nanjiani,"Actor,Writer,Producer","The Big Sick,Life as We Know It,The Lego Ninjago Movie,Stuber",1.74,"May 2, 1978","Karachi, Sindh, Pakistan",Not Available,Not Available,Karachi,Not Available,Sindh,Pakistan
nm2930503,Jack Reynor,"Actor,Director,Writer","The Peripheral,Transformers: Age of Extinction,Midsommar,Sing Street",1.8,"January 23, 1992","Longmont, Colorado, USA",Not Available,Not Available,Longmont,Not Available,Colorado,USA
nm0000427,Pam Grier,"Actress,Writer,Soundtrack","Jackie Brown,Ghosts of Mars,Foxy Brown,Coffy",1.73,"May 26, 1949","Winston-Salem, North Carolina, USA",Not Available,Not Available,Winston-Salem,Not Available,North Carolina,USA
nm0974080,Billy Gardell,"Actor,Producer,Writer","Bad Santa,Avenging Angelo,D-War,You, Me and Dupree",1.8,"August 20, 1969","Pittsburgh, Pennsylvania, USA",Not Available,Not Available,Pittsburgh,Not Available,Pennsylvania,USA
nm3381295,Alexandra Shipp,"Actress,Producer,Soundtrack","X-Men: Apocalypse,Dark Phoenix,Love, Simon,Shaft",1.68,"July 16, 1991","Phoenix, Arizona, USA",Not Available,Not Available,Phoenix,Not Available,Arizona,USA
nm1085051,Santiago Cabrera,"Actor,Soundtrack","Big Little Lies,Transformers: The Last Knight,Che: Part One,Heroes",3.0,"May 5, 1978","Caracas, Venezuela",Not Available,Not Available,Not available,Not Available,Caracas,Venezuela
nm0025483,Eva Amurri,"Actress,Additional Crew","Saved!,That's My Boy,The Banger Sisters,The Life Before Her Eyes",1.78,"March 15, 1985","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0000981,James Brolin,"Actor,Producer,Director","Traffic,The Amityville Horror,Westworld,Capricorn One",1.91,"July 18, 1940","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm2771607,Karissa Lee Staples,Actress,"Necessary Roughness,S.W.A.T.,Walker,Everyone Is Doing Great",1.68,"December 1, 1987","Biddeford, Maine, USA",Not Available,Not Available,Biddeford,Not Available,Maine,USA
nm0001564,Bebe Neuwirth,"Actress,Director,Additional Crew","Cheers,Jumanji,Summer of Sam,How to Lose a Guy in 10 Days",1.63,"December 31, 1958","Newark, New Jersey, USA",Not Available,Not Available,Newark,Not Available,New Jersey,USA
nm2353862,Dev Patel,"Actor,Producer,Director","Slumdog Millionaire,Lion,The Green Knight,The Second Best Exotic Marigold Hotel",1.88,"April 23, 1990","Harrow, London, England, UK",Harrow,Not Available,London,Not Available,England,UK
nm0571160,Gina McKee,"Actress,Producer,Soundtrack","Notting Hill,In the Loop,My Policeman,Atonement",1.73,"April 14, 1964","Sunderland, Tyne and Wear, England, UK",Sunderland,Not Available,Tyne and Wear,Not Available,England,UK
nm0633604,John Noble,"Actor,Producer,Soundtrack","The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,Running Scared,Batman: Arkham Knight",1.82,"August 20, 1948","Port Pirie, South Australia, Australia",Not Available,Not Available,Port Pirie,Not Available,South Australia,Australia
nm0047332,Jonathan Bailey,"Actor,Soundtrack","Bridgerton,Crashing,Broadchurch,W1A",1.8,"April 25, 1988","Oxfordshire, England, UK",Not Available,Not Available,Oxfordshire,Not Available,England,UK
nm0334159,Kat Graham,"Actress,Producer,Writer","How It Ends,Cut Throat City,All Eyez on Me,The Vampire Diaries",1.57,"September 5, 1989","Geneva, Switzerland",Not Available,Not Available,Not available,Not Available,Geneva,Switzerland
nm3771184,Joe Cole,Actor,"A Prayer Before Dawn,Black Mirror,Peaky Blinders,Skins",1.8,"November 28, 1988","Kingston-upon-Thames, London, England, UK",Kingston-upon-Thames,Not Available,London,Not Available,England,UK
nm0000653,Brent Spiner,"Actor,Director,Writer","Star Trek: First Contact,Independence Day: Resurgence,Star Trek: Generations,Star Trek: Nemesis",1.78,"February 2, 1949","Houston, Texas, USA",Not Available,Not Available,Houston,Not Available,Texas,USA
nm0012962,Keiko Agena,"Actress,Costume and Wardrobe Department,Soundtrack","Prodigal Son,Gilmore Girls,Better Call Saul,Doom Patrol",1.55,"October 3, 1973","Honolulu, Hawaii, USA",Not Available,Not Available,Honolulu,Not Available,Hawaii,USA
nm8314228,Cailee Spaeny,Actress,"On the Basis of Sex,Bad Times at the El Royale,Pacific Rim: Uprising,The Craft: Legacy",1.55,"July 24, 1998","Springfield, Missouri, USA",Not Available,Not Available,Springfield,Not Available,Missouri,USA
nm4733752,Kimiko Glenn,"Actress,Music Department,Soundtrack","Spider-Man: Into the Spider-Verse,Orange Is the New Black,Centaurworld,Nerve",1.57,"June 27, 1989","Phoenix, Arizona, USA",Not Available,Not Available,Phoenix,Not Available,Arizona,USA
nm0830556,Rachael Stirling,"Actress,Soundtrack","Snow White and the Huntsman,The Young Victoria,Tipping the Velve,Salmon Fishing in the Yemen",1.74,"May 30, 1977","St Marylebone, London, England, UK",St Marylebone,Not Available,London,Not Available,England,UK
nm0001865,Amy Yasbeck,Actress,"The Mask,Robin Hood: Men in Tights,Pretty Woman,Problem Child",1.65,"September 12, 1962","Cincinnati, Ohio, USA",Not Available,Not Available,Cincinnati,Not Available,Ohio,USA
nm0281956,Brendan Fletcher,"Actor,Producer,Writer","Violent Night,The Revenant,Tideland,The Last of Us",1.65,"December 15, 1981","Comox Valley, British Columbia, Canada",Not Available,Not Available,Comox Valley,Not Available,British Columbia,Canada
nm2861303,Manny Montana,Actor,"Ironheart,Mayans M.C.,The Mule,Good Girls",1.85,September 26,"Long Beach, California, USA",Not Available,Not Available,Long Beach,Not Available,California,USA
nm0000566,Julia Ormond,"Actress,Producer","My Week with Marilyn,Sabrina,The Curious Case of Benjamin Button,First Knight",1.71,"January 4, 1965","Epsom, Surrey, England, UK",Epsom,Not Available,Surrey,Not Available,England,UK
nm6525901,Henry Golding,"Actor,Producer","Crazy Rich Asians,The Gentlemen,Snake Eyes G.I. Joe,Last Christmas",1.86,"February 5, 1987","Betong, Sarawak, Malaysia",Not Available,Not Available,Betong,Not Available,Sarawak,Malaysia
nm0001277,Scott Glenn,"Actor,Producer,Stunts","The Hunt for Red October,The Silence of the Lambs,Backdraft,Sucker Punch",3.0,"January 26, 1939","Pittsburgh, Pennsylvania, USA",Not Available,Not Available,Pittsburgh,Not Available,Pennsylvania,USA
nm1547964,Richard Ayoade,"Actor,Writer,Director","Submarine,The Double,The IT Crowd,The Watch",1.87,"May 23, 1977","Hammersmith, London, England, UK",Hammersmith,Not Available,London,Not Available,England,UK
nm0446605,Lisa Robin Kelly,"Actress,Producer","That '70s Show,Jawbreaker,The X Files,The Survivor",1.65,"March 5, 1970","Southington, Connecticut, USA",Not Available,Not Available,Southington,Not Available,Connecticut,USA
nm0674782,Harold Perrineau,"Actor,Producer,Soundtrack","Romeo + Juliet,The Matrix Reloaded,The Edge,28 Weeks Later",1.79,"August 7, 1963","Brooklyn, New York, USA",Not Available,Not Available,Brooklyn,Not Available,New York,USA
nm0616766,Kim Myers,Actress,"A Nightmare on Elm Street Part 2: Freddy's Revenge,Hellraiser: Bloodline,JAG,Key West",1.68,"February 15, 1966","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm1269412,Anna Maxwell Martin,"Actress,Soundtrack","Becoming Jane,Philomena,The Night Watch,The Bletchley Circle",1.68,"May 10, 1977","Beverley, East Yorkshire, England, UK",Beverley,Not Available,East Yorkshire,Not Available,England,UK
nm0029391,Michelle Ang,"Actress,Producer,Director","Fear the Walking Dead,Triple 9,Big Mommas: Like Father, Like Son,Taking of Deborah Logan",1.6,"October 17, 1983","Christchurch, New Zealand",Not Available,Not Available,Not available,Not Available,Christchurch,New Zealand
nm0001006,John Candy,"Actor,Writer,Music Department","Planes, Trains & Automobiles,Uncle Buck,Spaceballs,The Blues Brothers",1.88,"October 31, 1950","Toronto, Ontario, Canada",Not Available,Not Available,Toronto,Not Available,Ontario,Canada
