id_,names,profession,worked_as,famous_for,famous_movies,height,dob,birthplace,img_link,profile_link
nm0000586,Jada Pinkett Smith,Actress,"Producer,Actress,Writer",The Matrix Revolutions,"The Matrix Revolutions,The Matrix Reloaded,Scream 2,Collateral", (1.51 m,"September 18, 1971","Baltimore, Maryland, USA","https://m.media-amazon.com/images/M/MV5BMTYzOTE1MjQ0OF5BMl5BanBnXkFtZTgwMzczNTkwNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000586
nm5572919,Michelle Mylett,Actress,Actress,Letterkenny,"Letterkenny,El Camino Christmas,Bad Blood,Four in the Morning",(1.69 m,"January 4, 1990","Vancouver, British Columbia, Canada","https://m.media-amazon.com/images/M/MV5BOTVmY2VmMDMtNjUzZS00OTc0LWI2NDEtNjdiNTg2Mzg1OGNjXkEyXkFqcGdeQXVyNDM4NDQ1NjY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5572919
nm2086223,India Eisley,Actress,Actress,Underworld: Awakening,"Underworld: Awakening,Kite,The Curse of Sleeping Beauty,My Sweet Audrina",(1.61 m,"October 29, 1993","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMDNjYzBlM2MtNmUzNS00NDc1LWEwMDQtNTU4MjdiODBjMWMxXkEyXkFqcGdeQXVyMTMxNDEyMDYx._V1_UY209_CR32,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2086223
nm1742119,Jared Keeso,Actor,"Actor,Writer,Producer",Letterkenny,"Letterkenny,Elysium,I Love You, Beth Cooper,19-2",(1.61 m,"July 1, 1984","Listowel, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BM2UzNmM0YjEtNzcwNi00MDlkLTlmNGMtODQ5YWQ1OTlhYjRlXkEyXkFqcGdeQXVyODkwNTAxOTU@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1742119
nm5914920,Madeline Wise,Actress,Actress,Curb Your Enthusiasm,"Curb Your Enthusiasm,Lapsis,Star Trek: Picard,So Help Me Todd",(1.61 m,"July 1, 1984","Listowel, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BOWU0ODkyMzUtYzBjNy00YzcxLTkyZTItOWM2NDFjM2UyNWU0XkEyXkFqcGdeQXVyNTU2OTMxODk@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5914920
nm0706787,Aishwarya Rai Bachchan,Actress,"Actress,Producer,Soundtrack",Jodhaa Akbar,"Jodhaa Akbar,Hum Dil De Chuke Sanam,Devdas,Dhoom:2",(1.67 m,"November 1, 1973","Mangalore, Karnataka, India","https://m.media-amazon.com/images/M/MV5BNmZmOWVmOTAtZTE3OS00OTBlLTg3M2EtYWRlNDI0NzI5OWY3XkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0706787
nm0851582,Audrey Tautou,Actress,"Actress,Make-Up Department,Director",Le fabuleux destin d'Amélie Poulain,"Le fabuleux destin d'Amélie Poulain,The Da Vinci Code,A Very Long Engagement,Hors de prix",1.60 m,"August 9, 1976","Beaumont, Puy-de-Dôme, France","https://m.media-amazon.com/images/M/MV5BMTYzOTgyNjk1Nl5BMl5BanBnXkFtZTcwNjMwMjI1OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0851582
nm0305083,Aimee Garcia,Actress,"Actress,Writer,Producer",Dexter,"Dexter,RoboCop,Trauma",1.63 m,November 28,"Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BZWRkYTE5ZGEtNzM5ZC00MmYxLWI4NjgtYmMxYmI3ZDg3MmJiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0305083
nm0000836,Scott Bakula,Actor,"Actor,Producer,Director",Quantum Leap,"Quantum Leap,American Beauty,Behind the Candelabra,Enterprise", (1.82 m,"October 9, 1954","St. Louis, Missouri, USA","https://m.media-amazon.com/images/M/MV5BNDM1NDkzOTE0MF5BMl5BanBnXkFtZTYwMzA0OTY1._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000836
nm0003067,Sebastian Roché,Actor,"Actor,Writer,Director",1923,"1923,The Man in the High Castle,Guillermo Del Toro's Cabinet of Curiosities,The Young Pope", (1.79 m,August 4,"Paris, France","https://m.media-amazon.com/images/M/MV5BNGU1ZmVkYjUtOTA2OS00N2Y1LThmOTEtMDUwMWU5NjcxYjU0XkEyXkFqcGdeQXVyMDEwMjQ4MA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0003067
nm0005275,Brandy Norwood,Actress,"Actress,Music Department,Producer",I Still Know What You Did Last Summer,"I Still Know What You Did Last Summer,Moesha,Osmosis Jones,Cinderella",1.70 m,"February 11, 1979","McComb, Mississippi, USA","https://m.media-amazon.com/images/M/MV5BMTM4Mzg1MTM3N15BMl5BanBnXkFtZTcwMDk0MTMwNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005275
nm6301068,Sabrina Bartlett,Actress,Actress,Game of Thrones,"Game of Thrones,The Crossing,Bridgerton,Poldark",1.70 m,"September 12, 1991","Hammersmith, London, England, UK","https://m.media-amazon.com/images/M/MV5BOWQ4MTdkNTItZjBiMy00Y2Q5LThkNjktYzg0MmY5ZWE4MTk3XkEyXkFqcGdeQXVyNTEzNTI2MTk@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6301068
nm0722315,Barbara Rhoades,Actress,"Actress,Soundtrack",The Goodbye Girl,"The Goodbye Girl,Harry and Tonto,Busting Loose,Quark",(1.78 m,"March 23, 1946","Poughkeepsie, New York, USA","https://m.media-amazon.com/images/M/MV5BNTE3NjkxODA4MF5BMl5BanBnXkFtZTcwMTU1MDg2OA@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0722315
nm0281107,Tommy Flanagan,Actor,"Actor,Producer",Sons of Anarchy,"Sons of Anarchy,Guardians of the Galaxy Vol. 2,Gladiator,Braveheart",1.85 m,"July 3, 1965","Glasgow, Scotland, UK","https://m.media-amazon.com/images/M/MV5BOWY3ZGVmNzUtOGYzMS00NTRlLThiMDYtODhkNjhkOTY0NDQ5XkEyXkFqcGdeQXVyMjQwMjE4ODM@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0281107
nm0000548,Elizabeth Montgomery,Actress,"Actress,Additional Crew,Soundtrack",Bewitched,"Bewitched,The Legend of Lizzie Borden,The Awakening Land,Mrs. Sundance",(1.72 m,"April 15, 1933","Hollywood, Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BZTRiOThjZWUtYmM0MS00ZmMzLTlhOWQtNDUzNmY4M2E1OTI2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000548
nm0528331,Jane Lynch,Actress,"Actress,Producer,Soundtrack",Wreck-It Ralph,"Wreck-It Ralph,Glee,A Mighty Wind,Role Models",3 m,"July 14, 1960","Dolton, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTk4MDcwOTA1M15BMl5BanBnXkFtZTcwNTQ2Njg0Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0528331
nm0645683,Sophie Okonedo,Actress,"Actress,Soundtrack",Hotel Rwanda,"Hotel Rwanda,Bees' Secret Life,Ace Ventura: When Nature Calls,Æon Flux",1.73 m,"August 11, 1968","London, England, UK","https://m.media-amazon.com/images/M/MV5BMjAyMDI3MzI0N15BMl5BanBnXkFtZTcwMTQzMzM5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0645683
nm0527722,Kate Luyben,Actress,Actress,Shanghai Noon,"Shanghai Noon,Intolerable Cruelty,The 40 Year Old Virgin,First Wave",1.73 m,"June 30, 1972",Canada,"https://m.media-amazon.com/images/M/MV5BYzcxM2EzOWUtZDNiYy00OTRlLWJlZDQtNTQ1YzA2ZTgwMjBkXkEyXkFqcGdeQXVyNDM4MzA4OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0527722
nm0095561,Mika Boorem,Actress,"Actress,Producer,Director",Hollywood.Con,"Hollywood.Con,Blue Crush,Good Day for It,Along Came a Spider",1.63 m,August 18,"Tucson, Arizona, USA","https://m.media-amazon.com/images/M/MV5BYzBiNzFjMTQtNGI0Ny00M2UxLWIyODUtNzhlNGMyOTI4NDBiXkEyXkFqcGdeQXVyMjAwMDUxMDc@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0095561
nm1237948,Jesse Hutch,Actor,"Actor,Stunts,Director",Batwoman,"Batwoman,Project Blue Book,Wu Assassins,Savage Lands",3 m,"February 12, 1981","Alberta, Canada","https://m.media-amazon.com/images/M/MV5BYWUxNGQzN2YtNzM4YS00Y2NiLWJiODYtNjdhZDU4M2NlY2E5XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR70,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1237948
nm0122987,Bill Burr,Actor,"Podcaster,Actor,Producer",The King of Staten Island,"The King of Staten Island,F Is for Family,Breaking Bad,Date Night",(1.78 m,"June 10, 1968","Canton, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMTQwNDgwODg3NV5BMl5BanBnXkFtZTcwMTY5OTM3MQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0122987
nm1443368,Brett Gelman,Actor,"Actor,Writer,Producer",The Other Guys,"The Other Guys,A Very Harold & Kumar 3D Christmas,Lemon,Fleabag",1.85 m,"October 6, 1976","Highland Park, Illinois, USA","https://m.media-amazon.com/images/M/MV5BNzA3NDJmMzAtYTBlNy00MDkzLTg4YjItMmY4OTMxMmZkZjliXkEyXkFqcGdeQXVyMTI2Nzk2ODk3._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1443368
nm0094435,Bong Joon Ho,Writer,"Writer,Producer,Director",Snowpiercer,"Snowpiercer,Okja,Parasite,Salinui Chueok", (1.82 m,"September 14, 1969","Daegu, South Korea","https://m.media-amazon.com/images/M/MV5BOGVmYzZkODgtNTQ3OS00MzgxLTllOGUtZTFjNDc4MmE1ZDcwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR71,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0094435
nm6304865,Jordan Bolger,Actor,"Actor,Director,Producer",Tom and Jerry,"Tom and Jerry,The Woman King,iBoy,Don't Knock Twice",(1.78 m,"November 9, 1994","Radford, Coventry, West Midlands, England, UK","https://m.media-amazon.com/images/M/MV5BYjE2NzJlZjQtMWUzNy00ZDNjLWIyODAtOWRkOWQ4MThlNGY1XkEyXkFqcGdeQXVyMTUxNzU2OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6304865
nm6552877,Gigi Zumbado,Actress,Actress,Pitch Perfect 2,"Pitch Perfect 2,The Rookie,Bridge and Tunnel,Unrelated",(1.78 m,"October 5, 1994","Miami, Florida, USA","https://m.media-amazon.com/images/M/MV5BMjFmZGQ2MWUtMDMyYi00NDZhLTljNzQtYTMwY2E1ODU5YzFjXkEyXkFqcGdeQXVyNTMyNTY5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6552877
nm2395586,Christopher Mintz-Plasse,Actor,"Actor,Producer,Writer",Superbad,"Superbad,Kick-Ass 2,Kick-Ass,How to Train Your Dragon 2",(1.71 m,"June 20, 1989","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTQyNjUzMDk5N15BMl5BanBnXkFtZTcwNzk0Nzk5Mw@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2395586
nm0001371,Tom Hulce,Actor,"Actor,Producer,Sound Department",Amadeus,"Amadeus,The Hunchback of Notre Dame,National Lampoon's Animal House,Parenthood",(1.69 m,"December 6, 1953","Detroit, Michigan, USA","https://m.media-amazon.com/images/M/MV5BMTM0ODY0MTE0NF5BMl5BanBnXkFtZTcwOTQwNTIzOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001371
nm3841486,Adan Canto,Actor,"Actor,Producer,Director",Designated Survivor,"Designated Survivor,X-Men: Days of Future Past,Narcos,Bruised",1.85 m,"December 5, 1981","Acuña, Coahuila, Mexico","https://m.media-amazon.com/images/M/MV5BMmM0ZjVjNjUtMjY3My00OWI5LTgyNTItNzIxOThmNGRiYzhiXkEyXkFqcGdeQXVyMjM0NjA1Mzg@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3841486
nm1724742,Daisy Head,Actress,Actress,Underworld: Blood Wars,"Underworld: Blood Wars,Fallen,Wrong Turn,The Proxy",1.68 m,"March 7, 1991","England, UK","https://m.media-amazon.com/images/M/MV5BNTE2ZWY1ZTMtNjAxNC00ZjRjLWI5MzgtOTYzYzNhNjU5ZTMzXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1724742
nm0384211,Dulé Hill,Actor,"Actor,Producer,Soundtrack",Psych,"Psych,The West Wing,Suits,Ballers",(1.78 m,"May 3, 1975","Orange, New Jersey, USA","https://m.media-amazon.com/images/M/MV5BOGNhYWMyYzYtYTljNy00NGMxLTkwYzgtZTRkMGI1ZDhhZTM1XkEyXkFqcGdeQXVyNzQ4ODU5MTQ@._V1_UY209_CR19,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0384211
nm5310225,Sophie Skelton,Actress,Actress,Outlander,"Outlander,211,Ren,Day of the Dead: Bloodline",1.70 m,"March 7, 1994","Woodford, Greater Manchester, England, UK","https://m.media-amazon.com/images/M/MV5BMmEwM2JjMWQtZDQxOS00YmIxLWEzYzgtYjQ0MjQzOGJmZjcyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5310225
nm0001201,Mia Farrow,Actress,"Actress,Soundtrack",Rosemary's Baby,"Rosemary's Baby,The Purple Rose of Cairo,Crimes and Misdemeanors,Hannah and Her Sisters",(1.63 m,"February 9, 1945","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BODQ3NjgxMzQ5M15BMl5BanBnXkFtZTcwMDEzNTkzMQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001201
nm0254402,Chris Elliott,Actor,"Actor,Writer,Producer",Groundhog Day,"Groundhog Day,There's Something About Mary,Cabin Boy,Get a Life",3 m,"May 31, 1960","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTM2NDY3MDcwNl5BMl5BanBnXkFtZTYwMjgxNDA2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0254402
nm6839875,Britain Dalton,Actor,Actor,Goliath,"Goliath,Uncharted 4: A Thief's End,Ready Player One",1.73 m,"May 31, 1960","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMGVmYjQyZGItMGI1MC00OWRkLThhYzUtMTcxNDg5NjFjZjhjXkEyXkFqcGdeQXVyNTU4MTY0MTk@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6839875
nm0487594,Liza Lapira,Actress,"Actress,Producer,Soundtrack",21,"21,Fast & Furious,Crazy, Stupid, Love.,Domino",1.57 m,"December 3, 1981","Queens, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BNTRlMmZmNzktZWRiMi00YWU3LWIxMmItMmNhOTRiOWEwZjNlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR53,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0487594
nm0628420,Paula Newsome,Actress,"Actress,Additional Crew",Reign Over Me,"Reign Over Me,Guess Who,Spider-Man: No Way Home,Things We Lost in the Fire",1.57 m,"December 3, 1981","Queens, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMzhhYWYwODMtMzg3Ny00MGMzLThkYzEtZDM3M2I2NDU5M2Y4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR44,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0628420
nm0226817,Frank Dillane,Actor,Actor,In the Heart of the Sea,"In the Heart of the Sea,Harry Potter and the Half-Blood Prince,Fear the Walking Dead,Sense8",(1.80 m,"April 21, 1991","London, England, UK","https://m.media-amazon.com/images/M/MV5BM2M5OTI5NTUtZGIzYy00YjYxLTgxNDUtZDZlYjg3NjMxNDk4XkEyXkFqcGdeQXVyMTA2MDIzMDE5._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0226817
nm0000003,Brigitte Bardot,Actress,"Actress,Music Department,Producer",Le mépris,"Contempt,Et Dieu... créa la femme,Le Repos Du Guerrier,La vérité",(1.66 m,"September 28, 1934","Paris, France","https://m.media-amazon.com/images/M/MV5BYjZmMTk5M2UtYmNkNi00YmY1LTkyM2UtYTEwYzQ2ODVkODcyXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000003
nm0698346,Emily Procter,Actress,Actress,Leaving Las Vegas,"Leaving Las Vegas,CSI: Miami,Big Momma's House 2,Jerry Maguire",1.57 m,"October 8, 1968","Raleigh, North Carolina, USA","https://m.media-amazon.com/images/M/MV5BMTkxMjAzMDc5OF5BMl5BanBnXkFtZTYwNzc1NDk3._V1_UY209_CR17,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0698346
nm0000605,Brad Renfro,Actor,"Actor,Writer,Producer",The Client,"The Client,Apt Pupil,Sleepers,The Cure",1.73 m,"July 25, 1982","Knoxville, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BMTA1NDE3NDA1MDVeQTJeQWpwZ15BbWU3MDE1NTg5MjE@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000605
nm0296219,Joanne Froggatt,Actress,"Actress,Producer,Executive",Downton Abbey,"Downtown Abbey,Downton Abbey,Dark Angel,A Street Cat Named Bob",1.57 m,"August 23, 1980","Scarborough, North Yorkshire, England, UK","https://m.media-amazon.com/images/M/MV5BODUxMTc2MDEtNjZlNC00ZTg2LWE4MTYtMjViNTg2NmM4OGJiXkEyXkFqcGdeQXVyMTU2MTI2ODAx._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0296219
nm3843467,Odeya Rush,Actress,"Actress,Director,Writer",Lady Bird,"Lady Bird,Goosebumps,The Giver,Dumplin",(1.61 m,"May 12, 1997","Haifa, Israel","https://m.media-amazon.com/images/M/MV5BMjI1NDIzNDIyOF5BMl5BanBnXkFtZTgwNzg3ODQyNzE@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3843467
nm0001454,Martin Lawrence,Actor,"Actor,Writer,Producer",Martin,"Martin,Bad Boys II,Bad Boys,Big Momma's House",1.70 m,"April 16, 1965","Frankfurt am Main, Hesse, Germany","https://m.media-amazon.com/images/M/MV5BMTQ4NzIzMDAxMF5BMl5BanBnXkFtZTcwMDIyMTI2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001454
nm1268047,Christina Cole,Actress,Actress,What a Girl Wants,"What a Girl Wants,Casino Royale,Jupiter Ascending,Lost in Austen",1.65 m,"May 8, 1982","London, England, UK","https://m.media-amazon.com/images/M/MV5BMzBhOTAwYTQtNzdhOC00NTMwLWE2MzUtZWRlOGEyZTk1Mzk1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR69,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1268047
nm1223023,Nikki Reed,Actress,"Actress,Producer,Director",Thirteen,"Thirteen,Twilight,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Eclipse",1.63 m,"May 17, 1988","West Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTM5NzQ2NjQwM15BMl5BanBnXkFtZTcwNzcwNzE2OQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1223023
nm3738785,Park Eun-bin,Actress,Actress,Stove League,"Stove League,The King's Affection,The Witch: Part 2 - The Other One,Cheongchunsidae",1.63 m,"September 4, 1992","Seoul, South Korea","https://m.media-amazon.com/images/M/MV5BNzZmZDhmMTItYjdiNi00MTBlLTkzZmQtNDQ4MGU2OTcxZjRmXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3738785
nm0000108,Luc Besson,Writer,"Writer,Producer,Director",The Fifth Element,"The Fifth Element,Léon,Lucy,La Femme Nikita",(1.72 m,"March 18, 1959","Paris, France","https://m.media-amazon.com/images/M/MV5BMTAwNzE4Njg0NTFeQTJeQWpwZ15BbWU3MDk0MDEyMDc@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000108
nm0431895,Christopher Judge,Actor,"Actor,Writer,Producer",Stargate SG-1,"Stargate SG-1,God of War,God of War: Ragnarök,The Dark Knight Rises",1.88 m,"October 13, 1964","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTU3NDgyMjQyMV5BMl5BanBnXkFtZTgwMzkyNjE3NTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0431895
nm0594503,Hayao Miyazaki,Director,"Animation Department,Art Department,Director",Sen to Chihiro no kamikakushi,"Spirited Away,My Neighbour Totoro,Hauru No Ugoku Shiro,Mononoke-hime",(1.64 m,"January 5, 1941","Tokyo, Japan","https://m.media-amazon.com/images/M/MV5BMjcyNjk2OTkwNF5BMl5BanBnXkFtZTcwOTk0MTQ3Mg@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0594503
nm3299397,Iko Uwais,Actor,"Actor,Producer,Stunts",Serbuan maut 2: Berandal,"Serbuan Maut 2: Berandal,Serbuan Maut,Mile 22,Stuber",(1.68 m,"February 12, 1983","Jakarta, Indonesia","https://m.media-amazon.com/images/M/MV5BZmI5YzViOGMtZmViYy00MjdkLTlkOWMtMjA1Yzc3YzM5Y2JkXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UY209_CR18,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3299397
nm0001451,Queen Latifah,Actress,"Actress,Producer,Music Department",Chicago,"Chicago,Hairspray,Bringing Down the House,Taxi",(1.78 m,"March 18, 1970","Newark, New Jersey, USA","https://m.media-amazon.com/images/M/MV5BMjAwNjkxNzkyMF5BMl5BanBnXkFtZTcwNTQ1MTMyMw@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001451
nm0075359,Xander Berkeley,Actor,"Actor,Producer,Make-Up Department",Terminator 2: Judgment Day,"Terminator 2: Judgment Day,Air Force One,Shanghai Noon,Barb Wire",3 m,"December 16, 1955","Brooklyn, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTAwMjA1OTEwOTheQTJeQWpwZ15BbWU2MDkxODgxMw@@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0075359
nm0113158,Brianna Brown,Actress,"Actress,Producer,Writer",Spider-Man 2,"Spider-Man 2,Hollywood Homicide,The 40 Year Old Virgin,Elevate",1.70 m,October 2,"St. Paul, Minnesota, USA","https://m.media-amazon.com/images/M/MV5BZjdjMTQ0MWYtY2RkZi00Y2Y2LWI0YTAtNmI4MWEzOGQwNTcyXkEyXkFqcGdeQXVyNTI5Mjg0Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0113158
nm0001588,Jack Palance,Actor,"Actor,Director,Second Unit Director or Assistant Director",Shane,"Shane,City Slickers,Contempt,Tango & Cash",(1.92 m,"February 18, 1919","Lattimer Mines, Pennsylvania, USA","https://m.media-amazon.com/images/M/MV5BMTY5MDg1ODA4Ml5BMl5BanBnXkFtZTcwMTUxOTM0MQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001588
nm0376540,Martin Henderson,Actor,"Actor,Second Unit Director or Assistant Director,Soundtrack",Smokin' Aces,"Smokin' Aces,The Ring,X,Torque",(1.78 m,"October 8, 1974","Auckland, New Zealand","https://m.media-amazon.com/images/M/MV5BMjc4MTA3NDIzNF5BMl5BanBnXkFtZTcwNTIwNTU5MQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0376540
nm0569226,Bruce McGill,Actor,"Actor,Soundtrack",Law Abiding Citizen,"Law Abiding Citizen,National Lampoon's Animal House,Timecop,The Insider",(1.76 m,"July 11, 1950","San Antonio, Texas, USA","https://m.media-amazon.com/images/M/MV5BMTI4NDk0MDY2Nl5BMl5BanBnXkFtZTYwMjA3MTU0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0569226
nm0364977,Laura Harris,Actress,"Actress,Producer,Soundtrack",The Faculty,"The Faculty,A Mighty Wind,Severance,24",(1.69 m,"November 20, 1976","Vancouver, British Columbia, Canada","https://m.media-amazon.com/images/M/MV5BNTZmODYwZWYtZGVkOS00OTIzLTljZDEtYjNmM2ZmZTRkMWZlXkEyXkFqcGdeQXVyMTkyNTg3NzM@._V1_UY209_CR37,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0364977
nm0342241,Scott Grimes,Actor,"Actor,Composer,Music Department",American Dad!,"American Dad!,Critters,Mystery, Alaska,Robin Hood",1.75 m,"July 9, 1971","Lowell, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMTg2NTg0NTI0Ml5BMl5BanBnXkFtZTYwNzM4Njc4._V1_UY209_CR15,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0342241
nm0532900,Martha MacIsaac,Actress,"Actress,Writer,Producer",The Last House on the Left,"The Last House on the Left,Superbad,The Thaw,Battle of the Sexes",1.63 m,"October 11, 1984","Charlottetown, Prince Edward Island, Canada","https://m.media-amazon.com/images/M/MV5BMTI1OTUxMzY4N15BMl5BanBnXkFtZTcwNTIyNDE4MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0532900
nm0466327,Harvey Korman,Actor,"Actor,Director,Producer",Blazing Saddles,"Blazing Saddles,History of the World: Part I,The Carol Burnett Show,Dracula: Dead and Loving It",(1.91 m,"February 15, 1927","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMjA1NDMzMzc5NV5BMl5BanBnXkFtZTcwMzA2NjM3MQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0466327
nm0909391,Nancy Carell,Actress,"Actress,Writer,Producer",The 40 Year Old Virgin,"The 40 Year Old Virgin,Seeking a Friend for the End of the World,Bridesmaids,Angie Tribeca",1.73 m,"July 19, 1966","Cohasset, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMTk2MjUyMzI2M15BMl5BanBnXkFtZTcwOTA0OTUwOA@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0909391
